group,distribution,library,p50_ns,p90_ns,p95_ns,p99_ns,p99.9_ns,mean_ns,std_dev_ns,ci_lower_ns,ci_upper_ns,iqr_ns,cv,min_ns,max_ns
stream_decode,large_above_4G,varu64,23386.0,23926.7,24084.6,24178.0,24205.9,23409.1,391.3,23333.1,23485.6,699.0,0.0166,22787.9,24209.0
stream_decode,large_above_4G,vu64,8622.7,8774.4,8822.7,8888.9,8891.3,8652.1,80.6,8637.0,8668.2,57.1,0.0093,8514.5,8891.5
stream_decode,medium_64k_4G,bijou64,9321.4,9520.5,9548.6,9594.3,9625.6,9274.2,241.9,9225.7,9319.6,264.4,0.0260,8517.8,9629.1
stream_decode,medium_64k_4G,leb128,17075.8,17551.9,17607.2,17683.2,17747.9,17068.4,371.8,16995.1,17139.5,461.0,0.0217,15880.6,17755.1
stream_decode,medium_64k_4G,varu64,18201.8,18712.5,18760.5,18987.9,19111.8,18187.3,414.5,18105.4,18267.0,534.5,0.0227,16695.6,19125.6
stream_decode,medium_64k_4G,vu64,16129.4,16626.0,16671.2,16704.4,16729.3,16035.1,446.6,15947.0,16120.7,645.2,0.0277,14868.0,16732.1
stream_decode,small_248_65535,bijou64,9376.1,9614.0,9674.6,9704.6,9712.7,9333.8,225.8,9289.1,9377.1,282.2,0.0241,8586.3,9713.6
stream_decode,small_248_65535,leb128,13014.8,13399.5,13454.3,13568.3,13739.6,12942.7,419.8,12859.2,13022.6,513.0,0.0323,11606.4,13758.6
stream_decode,small_248_65535,varu64,20838.4,21455.1,21533.1,21835.8,21856.1,20794.2,586.9,20677.0,20905.3,602.0,0.0281,18674.3,21858.3
stream_decode,small_248_65535,vu64,18865.6,19247.8,19301.0,19408.7,19478.9,18810.6,353.2,18740.7,18877.9,444.1,0.0187,17745.8,19486.7
stream_decode,tier_boundaries,bijou64,19738.4,19862.2,19945.8,20015.7,20041.0,19751.7,94.9,19733.4,19770.4,105.5,0.0048,19482.8,20043.8
stream_decode,tier_boundaries,leb128,14149.7,14210.5,14238.8,14408.9,14456.1,14161.4,59.8,14150.5,14173.7,35.8,0.0042,14023.3,14461.3
stream_decode,tier_boundaries,varu64,23275.1,23351.2,23385.7,23473.7,23645.6,23278.9,72.5,23265.3,23293.5,55.9,0.0031,23080.0,23664.7
stream_decode,tier_boundaries,vu64,14139.7,14201.5,14300.3,15313.1,15582.5,14171.9,194.8,14140.5,14215.0,38.5,0.0137,14042.4,15612.4
stream_decode,tiny_0_247,bijou64,3999.2,4089.2,4123.9,4136.8,4147.3,3982.4,95.2,3963.4,4000.7,102.1,0.0238,3657.1,4148.4
stream_decode,tiny_0_247,leb128,7149.3,7852.2,8126.2,8453.1,8486.9,7146.5,639.8,7020.4,7269.3,819.6,0.0891,5329.5,8490.6
stream_decode,tiny_0_247,varu64,9796.1,10082.9,10123.8,10150.4,10186.4,9776.3,232.6,9730.4,9821.4,301.6,0.0237,9167.5,10190.4
stream_decode,tiny_0_247,vu64,17621.0,18212.9,18857.9,19246.8,19771.6,17576.5,663.8,17448.5,17708.2,689.2,0.0376,16131.9,19829.9
stream_decode,uniform_random,bijou64,9810.3,9838.3,9859.5,9930.0,9943.6,9813.9,30.6,9808.2,9820.1,23.1,0.0031,9736.0,9945.1
stream_decode,uniform_random,leb128,34934.7,35083.8,35171.0,35461.5,35614.3,34933.6,160.0,34903.3,34965.5,192.6,0.0046,34635.5,35631.2
stream_decode,uniform_random,varu64,22471.8,22546.7,22583.7,22798.2,23105.7,22485.7,95.0,22468.8,22505.8,58.4,0.0042,22229.5,23139.8
stream_decode,uniform_random,vu64,8566.6,8592.6,8610.8,8637.5,8684.4,8569.1,25.5,8564.3,8574.2,23.1,0.0030,8494.5,8689.7
